sentiment,confidence
NEGATIVE,0.9956063628196716
NEGATIVE,0.990351378917694
NEGATIVE,0.991169810295105
NEGATIVE,0.982231080532074
NEGATIVE,0.9978379607200624
NEGATIVE,0.9925029277801514
NEGATIVE,0.9972518086433412
POSITIVE,0.9841670393943788
NEGATIVE,0.9988351464271544
NEGATIVE,0.9715728759765624
POSITIVE,0.974755883216858
NEGATIVE,0.989464521408081
NEGATIVE,0.999284327030182
NEGATIVE,0.9083391427993774
NEGATIVE,0.9927753210067748
POSITIVE,0.9873328804969788
POSITIVE,0.9702338576316832
NEGATIVE,0.9969406127929688
NEGATIVE,0.99787437915802
NEGATIVE,0.9816824197769164
NEGATIVE,0.9993594288825988
NEGATIVE,0.996572732925415
NEGATIVE,0.9779255390167236
NEGATIVE,0.997719705104828
NEGATIVE,0.9931674599647522
NEGATIVE,0.9564285278320312
POSITIVE,0.8578335642814636
NEGATIVE,0.9927863478660583
NEGATIVE,0.986174464225769
POSITIVE,0.88374924659729
NEGATIVE,0.9988564252853394
NEGATIVE,0.9935532808303832
NEGATIVE,0.6585017442703247
NEGATIVE,0.9990888833999634
POSITIVE,0.7443398237228394
NEGATIVE,0.9903510212898254
NEGATIVE,0.9927402138710022
NEGATIVE,0.9787270426750184
NEGATIVE,0.992984175682068
NEGATIVE,0.9917892217636108
NEGATIVE,0.996597945690155
POSITIVE,0.9983381032943726
NEGATIVE,0.9985311031341552
POSITIVE,0.999277889728546
NEGATIVE,0.9967740178108216
NEGATIVE,0.749154806137085
NEGATIVE,0.9883735775947572
POSITIVE,0.991683840751648
NEGATIVE,0.9982258677482604
NEGATIVE,0.984351396560669
NEGATIVE,0.9985688924789428
NEGATIVE,0.9980371594429016
NEGATIVE,0.9803996086120604
NEGATIVE,0.9959802627563475
NEGATIVE,0.9905779361724854
NEGATIVE,0.9940840601921082
POSITIVE,0.9759986400604248
NEGATIVE,0.9963802695274352
NEGATIVE,0.9991948008537292
NEGATIVE,0.9982253909111024
NEGATIVE,0.9712609648704528
NEGATIVE,0.9855136275291444
NEGATIVE,0.5060610175132751
POSITIVE,0.9948864579200744
NEGATIVE,0.9855995178222656
POSITIVE,0.9955612421035768
NEGATIVE,0.997476041316986
NEGATIVE,0.9761011004447936
POSITIVE,0.892827033996582
NEGATIVE,0.9967453479766846
NEGATIVE,0.943989634513855
NEGATIVE,0.987978219985962
NEGATIVE,0.9952457547187804
NEGATIVE,0.8731648325920105
NEGATIVE,0.9678246974945068
NEGATIVE,0.995111644268036
NEGATIVE,0.9958959817886353
NEGATIVE,0.9973489046096802
NEGATIVE,0.9747939705848694
NEGATIVE,0.6057287454605103
NEGATIVE,0.9917028546333312
NEGATIVE,0.9981269240379332
NEGATIVE,0.9940087795257568
NEGATIVE,0.7537978887557983
NEGATIVE,0.9970901012420654
POSITIVE,0.9669989943504332
NEGATIVE,0.9891022443771362
NEGATIVE,0.993392050266266
NEGATIVE,0.9930602312088012
NEGATIVE,0.8229169249534607
NEGATIVE,0.823839545249939
NEGATIVE,0.9949047565460204
POSITIVE,0.9737817645072936
POSITIVE,0.9693190455436708
NEGATIVE,0.5315148234367371
NEGATIVE,0.6235692501068115
NEGATIVE,0.9954100251197816
NEGATIVE,0.6898527145385742
NEGATIVE,0.97748064994812
NEGATIVE,0.9588837027549744
NEGATIVE,0.9616808891296388
NEGATIVE,0.9937824606895448
NEGATIVE,0.9976078271865844
NEGATIVE,0.9965394735336304
POSITIVE,0.9996028542518616
POSITIVE,0.9949042797088624
NEGATIVE,0.9958271384239196
NEGATIVE,0.586757242679596
POSITIVE,0.9758373498916626
NEGATIVE,0.9501405954360962
NEGATIVE,0.9826953411102296
NEGATIVE,0.985005021095276
NEGATIVE,0.954260230064392
NEGATIVE,0.9983943104743958
POSITIVE,0.9206525683403016
POSITIVE,0.5315259695053101
POSITIVE,0.9493387937545776
NEGATIVE,0.9933854937553406
NEGATIVE,0.9786515831947328
NEGATIVE,0.8875824213027954
NEGATIVE,0.9954511523246764
NEGATIVE,0.998212456703186
NEGATIVE,0.9318940043449402
NEGATIVE,0.9873002171516418
NEGATIVE,0.994472324848175
NEGATIVE,0.9975892305374146
NEGATIVE,0.9958826303482056
NEGATIVE,0.9918473958969116
NEGATIVE,0.985774040222168
NEGATIVE,0.9983397722244264
NEGATIVE,0.9936679005622864
POSITIVE,0.9482450485229492
POSITIVE,0.9979866743087769
NEGATIVE,0.997687578201294
NEGATIVE,0.6703429222106934
NEGATIVE,0.9915791749954224
POSITIVE,0.9537060856819152
NEGATIVE,0.981281578540802
NEGATIVE,0.8834052681922913
POSITIVE,0.9776020646095276
NEGATIVE,0.9954202771186828
NEGATIVE,0.9660876989364624
NEGATIVE,0.9858718514442444
NEGATIVE,0.9947484135627748
POSITIVE,0.8274074792861938
NEGATIVE,0.9794727563858032
POSITIVE,0.9983810186386108
NEGATIVE,0.9803478121757508
POSITIVE,0.983179807662964
NEGATIVE,0.9039032459259032
NEGATIVE,0.9976820945739746
NEGATIVE,0.9879550933837892
POSITIVE,0.9990552067756652
NEGATIVE,0.9874956607818604
NEGATIVE,0.975315511226654
NEGATIVE,0.985444724559784
NEGATIVE,0.8205804824829102
NEGATIVE,0.9764419794082642
NEGATIVE,0.9917656779289246
POSITIVE,0.9899656772613524
NEGATIVE,0.9115306735038756
NEGATIVE,0.9988676309585572
NEGATIVE,0.9346571564674376
POSITIVE,0.9996784925460817
POSITIVE,0.9912180304527284
NEGATIVE,0.9930920600891112
NEGATIVE,0.9663726091384888
NEGATIVE,0.995629906654358
NEGATIVE,0.9968405961990356
NEGATIVE,0.9981119632720948
NEGATIVE,0.998424768447876
NEGATIVE,0.996119260787964
NEGATIVE,0.9924782514572144
POSITIVE,0.7970831394195557
NEGATIVE,0.9943950176239014
NEGATIVE,0.986996054649353
NEGATIVE,0.9990410208702089
POSITIVE,0.9892134070396424
NEGATIVE,0.9343768358230592
POSITIVE,0.9580382704734802
NEGATIVE,0.9985027313232422
POSITIVE,0.929896354675293
POSITIVE,0.9977160692214966
POSITIVE,0.9956254959106444
NEGATIVE,0.5078116059303284
POSITIVE,0.9630944132804872
NEGATIVE,0.866424560546875
NEGATIVE,0.9733527302742004
NEGATIVE,0.9900429248809814
POSITIVE,0.8160996437072754
NEGATIVE,0.9992005228996276
NEGATIVE,0.994750201702118
NEGATIVE,0.997479259967804
NEGATIVE,0.9978128671646118
NEGATIVE,0.982660472393036
NEGATIVE,0.9809125065803528
POSITIVE,0.9888436794281006
NEGATIVE,0.99875009059906
NEGATIVE,0.9984632730484008
NEGATIVE,0.9820473194122314
NEGATIVE,0.9976824522018432
POSITIVE,0.9747489094734192
NEGATIVE,0.9187161326408386
POSITIVE,0.9948793649673462
NEGATIVE,0.979264199733734
NEGATIVE,0.9885770082473756
NEGATIVE,0.996601104736328
NEGATIVE,0.994674563407898
POSITIVE,0.9454610347747804
POSITIVE,0.991477906703949
NEGATIVE,0.9164459109306335
NEGATIVE,0.9975759387016296
NEGATIVE,0.5948376059532166
NEGATIVE,0.993358075618744
NEGATIVE,0.7685650587081909
NEGATIVE,0.958333432674408
NEGATIVE,0.9745932817459106
NEGATIVE,0.9415740966796876
NEGATIVE,0.9866684675216676
NEGATIVE,0.8438147306442261
POSITIVE,0.9340735077857972
NEGATIVE,0.9961310625076294
NEGATIVE,0.9912834167480468
NEGATIVE,0.9850233793258668
NEGATIVE,0.9862080812454224
NEGATIVE,0.9474723935127258
NEGATIVE,0.9972177743911744
NEGATIVE,0.994426965713501
NEGATIVE,0.9930858612060548
POSITIVE,0.9988445043563844
NEGATIVE,0.9968013763427734
POSITIVE,0.6498010754585266
NEGATIVE,0.8139951229095459
NEGATIVE,0.8767421245574951
NEGATIVE,0.973979949951172
NEGATIVE,0.9977784752845764
NEGATIVE,0.9978910088539124
NEGATIVE,0.9926008582115172
NEGATIVE,0.9738542437553406
POSITIVE,0.9978463649749756
POSITIVE,0.9980565905570984
POSITIVE,0.872626006603241
NEGATIVE,0.9920139908790588
NEGATIVE,0.9328899383544922
NEGATIVE,0.9900866150856018
POSITIVE,0.7739837169647217
NEGATIVE,0.9895929098129272
NEGATIVE,0.996427834033966
NEGATIVE,0.903314471244812
NEGATIVE,0.919063925743103
NEGATIVE,0.9948701858520508
POSITIVE,0.9929437041282654
NEGATIVE,0.8613126277923584
NEGATIVE,0.994574010372162
NEGATIVE,0.9908012747764589
NEGATIVE,0.9964773058891296
NEGATIVE,0.9975320100784302
NEGATIVE,0.9919655323028564
POSITIVE,0.99591064453125
NEGATIVE,0.8493166565895081
NEGATIVE,0.9970082640647888
NEGATIVE,0.974503755569458
NEGATIVE,0.9962408542633056
POSITIVE,0.9980555772781372
NEGATIVE,0.9651191234588624
NEGATIVE,0.9973326921463012
NEGATIVE,0.5009921193122864
NEGATIVE,0.9587841629981996
POSITIVE,0.9595986604690552
NEGATIVE,0.9867708683013916
NEGATIVE,0.9989795088768004
NEGATIVE,0.9937817454338074
NEGATIVE,0.9959595799446106
NEGATIVE,0.9484363794326782
POSITIVE,0.7630751729011536
NEGATIVE,0.994890570640564
NEGATIVE,0.992128610610962
NEGATIVE,0.9724846482276917
NEGATIVE,0.9820574522018432
NEGATIVE,0.8942314982414246
NEGATIVE,0.9973588585853576
NEGATIVE,0.9528656601905824
NEGATIVE,0.7586703896522522
NEGATIVE,0.9953740239143372
NEGATIVE,0.97993266582489
POSITIVE,0.9857959747314452
NEGATIVE,0.943989634513855
POSITIVE,0.951399266719818
NEGATIVE,0.716625988483429
NEGATIVE,0.9822065830230712
NEGATIVE,0.9886383414268494
POSITIVE,0.9392383098602296
NEGATIVE,0.9993239641189576
NEGATIVE,0.980129063129425
POSITIVE,0.9757452607154846
NEGATIVE,0.9993683695793152
POSITIVE,0.910777509212494
NEGATIVE,0.9935864806175232
NEGATIVE,0.9898287653923036
POSITIVE,0.9983437061309814
NEGATIVE,0.9880442023277284
NEGATIVE,0.9940187931060792
POSITIVE,0.9692965149879456
NEGATIVE,0.9919037222862244
NEGATIVE,0.993961215019226
NEGATIVE,0.9989148378372192
POSITIVE,0.9954676628112792
POSITIVE,0.9974859952926636
POSITIVE,0.6312400102615356
NEGATIVE,0.9964147806167604
NEGATIVE,0.9944466352462769
NEGATIVE,0.9895154237747192
NEGATIVE,0.9944960474967957
NEGATIVE,0.8980554938316345
NEGATIVE,0.9805089235305786
POSITIVE,0.9688238501548768
NEGATIVE,0.9924896359443665
NEGATIVE,0.9952440857887268
NEGATIVE,0.9874913692474364
NEGATIVE,0.909609317779541
NEGATIVE,0.9937478303909302
NEGATIVE,0.9959729313850404
POSITIVE,0.999319553375244
POSITIVE,0.999332845211029
NEGATIVE,0.9955840706825256
POSITIVE,0.9697498679161072
NEGATIVE,0.9970521926879884
NEGATIVE,0.9976357221603394
NEGATIVE,0.8692828416824341
NEGATIVE,0.9982802867889404
NEGATIVE,0.9570305347442628
NEGATIVE,0.9981786012649536
NEGATIVE,0.9095045924186708
POSITIVE,0.902458906173706
NEGATIVE,0.9512488842010498
NEGATIVE,0.9752848148345948
NEGATIVE,0.991557478904724
NEGATIVE,0.9848501682281494
NEGATIVE,0.998291552066803
NEGATIVE,0.7612949013710022
NEGATIVE,0.9963286519050598
POSITIVE,0.7041848301887512
POSITIVE,0.9265478253364564
POSITIVE,0.7493767738342285
NEGATIVE,0.9592154622077942
POSITIVE,0.7184538841247559
NEGATIVE,0.9940365552902222
POSITIVE,0.9105732440948486
NEGATIVE,0.9924697279930116
POSITIVE,0.9971191883087158
POSITIVE,0.9722707271575928
POSITIVE,0.8324865102767944
NEGATIVE,0.9837576746940612
POSITIVE,0.9874268770217896
NEGATIVE,0.9902742505073548
NEGATIVE,0.9871298670768738
NEGATIVE,0.9852193593978882
POSITIVE,0.9948312640190125
NEGATIVE,0.9926763772964478
NEGATIVE,0.9985369443893432
POSITIVE,0.9918723702430724
NEGATIVE,0.9864896535873412
POSITIVE,0.7445867657661438
NEGATIVE,0.9992128610610962
NEGATIVE,0.998218834400177
NEGATIVE,0.9993895292282104
NEGATIVE,0.995162308216095
NEGATIVE,0.9970082640647888
NEGATIVE,0.9952223896980286
NEGATIVE,0.997850775718689
POSITIVE,0.9957467913627625
NEGATIVE,0.9982454776763916
POSITIVE,0.9976820945739746
NEGATIVE,0.9713320136070251
POSITIVE,0.9894939064979552
NEGATIVE,0.9968883395195008
NEGATIVE,0.9993255138397216
NEGATIVE,0.988949418067932
NEGATIVE,0.8265838623046875
NEGATIVE,0.9951261281967164
NEGATIVE,0.9930811524391174
NEGATIVE,0.9992497563362122
POSITIVE,0.9981892704963684
NEGATIVE,0.998427391052246
NEGATIVE,0.9943280816078186
NEGATIVE,0.9124906659126282
POSITIVE,0.9891834259033204
POSITIVE,0.909310221672058
POSITIVE,0.7427936792373657
NEGATIVE,0.9846869111061096
NEGATIVE,0.9964700937271118
POSITIVE,0.9983718991279602
NEGATIVE,0.9907273054122924
NEGATIVE,0.9973856806755066
NEGATIVE,0.987415611743927
NEGATIVE,0.997637152671814
NEGATIVE,0.9980109333992004
NEGATIVE,0.9954732060432434
NEGATIVE,0.9887199997901917
NEGATIVE,0.9885089993476868
NEGATIVE,0.8528380393981934
NEGATIVE,0.9935973882675172
NEGATIVE,0.9890774488449096
NEGATIVE,0.9934085607528688
POSITIVE,0.9509318470954896
POSITIVE,0.8449398875236511
NEGATIVE,0.9884441494941713
NEGATIVE,0.9841272234916688
POSITIVE,0.9824002981185912
NEGATIVE,0.5379844307899475
NEGATIVE,0.9889780879020692
NEGATIVE,0.9919297695159912
NEGATIVE,0.9979315996170044
POSITIVE,0.989348530769348
NEGATIVE,0.9931554198265076
NEGATIVE,0.995602011680603
NEGATIVE,0.9937413334846495
NEGATIVE,0.9863556027412416
NEGATIVE,0.9246940612792968
NEGATIVE,0.9795198440551758
NEGATIVE,0.9979531764984132
NEGATIVE,0.9955690503120422
POSITIVE,0.9990922212600708
NEGATIVE,0.9851917028427124
NEGATIVE,0.992649257183075
NEGATIVE,0.9568841457366944
NEGATIVE,0.9946105480194092
POSITIVE,0.9990012049674988
NEGATIVE,0.9984727501869202
POSITIVE,0.9765267372131348
POSITIVE,0.9963374137878418
NEGATIVE,0.985645592212677
NEGATIVE,0.9972444772720336
NEGATIVE,0.9947138428688048
NEGATIVE,0.9941937327384948
POSITIVE,0.9768814444541932
NEGATIVE,0.969360888004303
NEGATIVE,0.9421010613441468
NEGATIVE,0.9966961145401
NEGATIVE,0.926233410835266
NEGATIVE,0.995555341243744
NEGATIVE,0.9898337125778198
NEGATIVE,0.8619292974472046
NEGATIVE,0.9986345171928406
POSITIVE,0.9960830211639404
NEGATIVE,0.993073582649231
NEGATIVE,0.9927003979682922
NEGATIVE,0.995560884475708
NEGATIVE,0.9989978671073914
NEGATIVE,0.9232962131500244
POSITIVE,0.99068284034729
NEGATIVE,0.8780458569526672
NEGATIVE,0.9982107877731324
NEGATIVE,0.6635681390762329
NEGATIVE,0.9951825737953186
NEGATIVE,0.9968030452728271
NEGATIVE,0.9026180505752563
POSITIVE,0.9994462132453918
NEGATIVE,0.9972403049468994
NEGATIVE,0.9906110167503356
NEGATIVE,0.983373999595642
NEGATIVE,0.9969377517700196
NEGATIVE,0.9965477585792542
NEGATIVE,0.9982486963272096
NEGATIVE,0.9184369444847108
NEGATIVE,0.9823309183120728
POSITIVE,0.9988667964935304
NEGATIVE,0.991394579410553
NEGATIVE,0.9976957440376282
NEGATIVE,0.900909185409546
NEGATIVE,0.991528868675232
NEGATIVE,0.9867330193519592
NEGATIVE,0.9929972290992736
NEGATIVE,0.997686505317688
NEGATIVE,0.9419655203819276
NEGATIVE,0.9991251826286316
POSITIVE,0.9966261386871338
NEGATIVE,0.9857982993125916
NEGATIVE,0.9981073141098022
NEGATIVE,0.8863595724105835
NEGATIVE,0.8707911372184753
NEGATIVE,0.9981834292411804
NEGATIVE,0.9861915111541748
NEGATIVE,0.9954864382743835
POSITIVE,0.8733754754066467
NEGATIVE,0.9854990243911744
NEGATIVE,0.9912080764770508
NEGATIVE,0.9913697242736816
NEGATIVE,0.9470786452293396
NEGATIVE,0.9882563948631288
NEGATIVE,0.9986078143119812
NEGATIVE,0.9404862523078918
NEGATIVE,0.9915818572044371
POSITIVE,0.9960885047912598
NEGATIVE,0.963042974472046
POSITIVE,0.523156464099884
NEGATIVE,0.995457887649536
NEGATIVE,0.9980712532997132
NEGATIVE,0.9265894293785096
NEGATIVE,0.984811544418335
NEGATIVE,0.9935543537139891
NEGATIVE,0.8982804417610168
POSITIVE,0.9914761185646056
NEGATIVE,0.9821553826332092
NEGATIVE,0.9767753481864928
NEGATIVE,0.9988259673118592
NEGATIVE,0.9940438866615297
NEGATIVE,0.984005331993103
NEGATIVE,0.9878578186035156
NEGATIVE,0.9603817462921144
NEGATIVE,0.9882281422615052
NEGATIVE,0.9973975419998168
NEGATIVE,0.9915839433670044
NEGATIVE,0.9986889958381652
NEGATIVE,0.9852941036224364
POSITIVE,0.9552391171455384
NEGATIVE,0.976743459701538
NEGATIVE,0.995594084262848
NEGATIVE,0.9969685673713684
NEGATIVE,0.6077622175216675
NEGATIVE,0.9404247999191284
NEGATIVE,0.8150724172592163
POSITIVE,0.5820478200912476
NEGATIVE,0.9568458199501038
NEGATIVE,0.995816171169281
NEGATIVE,0.9939892292022704
NEGATIVE,0.968529462814331
NEGATIVE,0.9555036425590516
NEGATIVE,0.8661599159240723
NEGATIVE,0.998297154903412
NEGATIVE,0.99908709526062
NEGATIVE,0.99598491191864
NEGATIVE,0.9961289167404176
NEGATIVE,0.8610499501228333
NEGATIVE,0.9982153177261353
NEGATIVE,0.9513612389564514
NEGATIVE,0.98658686876297
NEGATIVE,0.9985679388046264
NEGATIVE,0.9986686706542968
POSITIVE,0.9912954568862916
NEGATIVE,0.995913565158844
NEGATIVE,0.9979711174964904
POSITIVE,0.9965062737464904
POSITIVE,0.5403327941894531
NEGATIVE,0.9862684011459352
POSITIVE,0.997266411781311
POSITIVE,0.9883297681808472
NEGATIVE,0.9734838604927064
NEGATIVE,0.9966381788253784
NEGATIVE,0.5685463547706604
NEGATIVE,0.998244047164917
NEGATIVE,0.9953181147575378
NEGATIVE,0.9991174340248108
NEGATIVE,0.5994176864624023
NEGATIVE,0.8864813446998596
NEGATIVE,0.9845779538154602
NEGATIVE,0.9024006128311156
NEGATIVE,0.991935133934021
POSITIVE,0.7301006317138672
NEGATIVE,0.9946689009666444
NEGATIVE,0.9104134440422058
NEGATIVE,0.9201856255531312
POSITIVE,0.9877665042877196
NEGATIVE,0.8622118830680847
POSITIVE,0.8740113377571106
POSITIVE,0.9725927710533142
NEGATIVE,0.8700770735740662
NEGATIVE,0.9975048899650574
NEGATIVE,0.9996165037155152
NEGATIVE,0.9984151124954224
NEGATIVE,0.9992120265960692
POSITIVE,0.9099681973457336
POSITIVE,0.9956142902374268
NEGATIVE,0.9924778342247008
NEGATIVE,0.9356237649917604
NEGATIVE,0.993707537651062
NEGATIVE,0.9590941071510316
POSITIVE,0.9977492690086364
POSITIVE,0.9737727046012878
NEGATIVE,0.9942120909690856
NEGATIVE,0.9943759441375732
NEGATIVE,0.9869051575660706
NEGATIVE,0.9898438453674316
NEGATIVE,0.6842347979545593
NEGATIVE,0.9761077761650084
NEGATIVE,0.9981583952903748
NEGATIVE,0.863656759262085
NEGATIVE,0.9097070693969728
POSITIVE,0.991076111793518
NEGATIVE,0.9935821294784546
NEGATIVE,0.9946197271347046
NEGATIVE,0.9880457520484924
NEGATIVE,0.9959210157394408
NEGATIVE,0.9788747429847716
NEGATIVE,0.9981928467750548
NEGATIVE,0.9952977299690248
NEGATIVE,0.7185351252555847
NEGATIVE,0.8739404082298279
NEGATIVE,0.9945881366729736
NEGATIVE,0.99819678068161
NEGATIVE,0.9925594329833984
POSITIVE,0.988153040409088
NEGATIVE,0.9993714690208436
NEGATIVE,0.9979647397994996
NEGATIVE,0.5592212677001953
POSITIVE,0.5367776155471802
NEGATIVE,0.9987460374832152
NEGATIVE,0.9958458542823792
NEGATIVE,0.9536958932876588
NEGATIVE,0.9905444383621216
NEGATIVE,0.9866623282432556
POSITIVE,0.9800208210945128
NEGATIVE,0.9975305199623108
NEGATIVE,0.9963322281837464
POSITIVE,0.8081948161125183
POSITIVE,0.7346627116203308
NEGATIVE,0.997683882713318
NEGATIVE,0.9855316877365112
NEGATIVE,0.7567151188850403
NEGATIVE,0.9597464203834534
NEGATIVE,0.9882113337516784
POSITIVE,0.9824270009994508
NEGATIVE,0.9931035041809082
POSITIVE,0.999087929725647
NEGATIVE,0.993094563484192
NEGATIVE,0.9959447979927064
POSITIVE,0.9571534991264344
NEGATIVE,0.8443201780319214
POSITIVE,0.9500271677970886
NEGATIVE,0.9977818131446838
NEGATIVE,0.9763654470443726
NEGATIVE,0.9964397549629213
NEGATIVE,0.7187896966934204
NEGATIVE,0.9894952178001404
POSITIVE,0.9898771643638612
NEGATIVE,0.607025146484375
NEGATIVE,0.9972975850105286
POSITIVE,0.8851243853569031
NEGATIVE,0.9911779761314392
NEGATIVE,0.933459460735321
NEGATIVE,0.9962782263755798
NEGATIVE,0.8896453976631165
NEGATIVE,0.9948074221611024
NEGATIVE,0.7801815271377563
NEGATIVE,0.8233221769332886
POSITIVE,0.9681351184844972
NEGATIVE,0.997275412082672
NEGATIVE,0.9920089244842528
NEGATIVE,0.9976534247398376
NEGATIVE,0.8202526569366455
NEGATIVE,0.99784255027771
NEGATIVE,0.997675120830536
NEGATIVE,0.989450752735138
POSITIVE,0.98941832780838
POSITIVE,0.9935213923454284
NEGATIVE,0.99504292011261
NEGATIVE,0.9912952184677124
NEGATIVE,0.9967490434646606
NEGATIVE,0.9790754914283752
NEGATIVE,0.9846790432929992
NEGATIVE,0.8974719047546387
NEGATIVE,0.8871828317642212
NEGATIVE,0.9991377592086792
NEGATIVE,0.980684757232666
NEGATIVE,0.997826874256134
POSITIVE,0.9701266884803772
NEGATIVE,0.9564353823661804
NEGATIVE,0.9946882724761964
POSITIVE,0.9596773386001588
NEGATIVE,0.9940860271453856
POSITIVE,0.9835347533226012
POSITIVE,0.997041404247284
POSITIVE,0.9819118976593018
NEGATIVE,0.9892122745513916
NEGATIVE,0.9934875965118408
NEGATIVE,0.999338448047638
NEGATIVE,0.983623206615448
NEGATIVE,0.9965813755989076
NEGATIVE,0.9414068460464478
NEGATIVE,0.9689313173294068
NEGATIVE,0.9933207035064696
NEGATIVE,0.9408214688301086
NEGATIVE,0.9798951745033264
NEGATIVE,0.9593268036842346
POSITIVE,0.9979637861251832
NEGATIVE,0.998830258846283
NEGATIVE,0.9859126210212708
NEGATIVE,0.9963110089302064
NEGATIVE,0.9992326498031616
NEGATIVE,0.865459144115448
POSITIVE,0.9982604384422302
NEGATIVE,0.8881575465202332
NEGATIVE,0.99644935131073
NEGATIVE,0.9374616146087646
NEGATIVE,0.9676119089126588
NEGATIVE,0.9940080642700196
NEGATIVE,0.9975196719169616
NEGATIVE,0.9942007064819336
POSITIVE,0.9209609627723694
NEGATIVE,0.9954620003700256
NEGATIVE,0.9896190762519836
POSITIVE,0.9713975191116332
NEGATIVE,0.9949902892112732
POSITIVE,0.7677962183952332
NEGATIVE,0.9486442804336548
NEGATIVE,0.9952113032341005
POSITIVE,0.5455782413482666
NEGATIVE,0.9331344366073608
POSITIVE,0.8511956334114075
NEGATIVE,0.5285558700561523
NEGATIVE,0.9755746126174928
NEGATIVE,0.9897157549858092
NEGATIVE,0.989815354347229
POSITIVE,0.9758861660957336
POSITIVE,0.9906808733940125
NEGATIVE,0.6616932153701782
NEGATIVE,0.998383641242981
NEGATIVE,0.9806556701660156
NEGATIVE,0.9967869520187378
POSITIVE,0.9583378434181212
NEGATIVE,0.9966809153556824
NEGATIVE,0.9993634819984436
NEGATIVE,0.9934050440788268
NEGATIVE,0.998870313167572
POSITIVE,0.95795339345932
NEGATIVE,0.7593624591827393
NEGATIVE,0.9720703959465028
NEGATIVE,0.9789382219314576
NEGATIVE,0.9981436729431152
NEGATIVE,0.9891319870948792
POSITIVE,0.9913779497146606
POSITIVE,0.7432042360305786
NEGATIVE,0.7979499101638794
NEGATIVE,0.9984022974967957
NEGATIVE,0.996605396270752
POSITIVE,0.9393487572669984
NEGATIVE,0.99813312292099
NEGATIVE,0.9958745837211608
NEGATIVE,0.9918954968452454
NEGATIVE,0.9972610473632812
POSITIVE,0.9952906370162964
