top_emotion,top_emotion_score
sadness,0.801059901714325
disgust,0.5019669532775879
neutral,0.5978872179985046
neutral,0.4899272620677948
fear,0.6345247626304626
fear,0.3885734677314758
surprise,0.4193030893802643
fear,0.7472139596939087
fear,0.7994712591171265
sadness,0.3811343908309936
fear,0.6929237842559814
surprise,0.8232380747795105
fear,0.8961825370788574
neutral,0.6047083139419556
neutral,0.90777850151062
fear,0.6048039793968201
fear,0.3657612204551697
neutral,0.4496971666812897
fear,0.4023183584213257
neutral,0.6036189198493958
fear,0.7530986666679382
neutral,0.6082168221473694
neutral,0.4758197963237762
neutral,0.7669795751571655
anger,0.4053811430931091
fear,0.9116676449775696
fear,0.9906430840492249
neutral,0.4173882305622101
fear,0.3247313797473907
neutral,0.6959302425384521
fear,0.3805365562438965
sadness,0.6193673014640808
fear,0.7574639916419983
neutral,0.57265704870224
joy,0.93391090631485
fear,0.97468501329422
disgust,0.5601772665977478
fear,0.5598902702331543
fear,0.948963224887848
anger,0.5036957859992981
fear,0.5805693864822388
fear,0.8380148410797119
fear,0.491407960653305
anger,0.8130083680152893
joy,0.5484895706176758
sadness,0.2836210429668426
neutral,0.4458205103874206
fear,0.8221137523651123
fear,0.7853253483772278
neutral,0.630386471748352
joy,0.8905999064445496
fear,0.835959255695343
disgust,0.6939153671264648
anger,0.8112843632698059
neutral,0.823202908039093
fear,0.3745172321796417
neutral,0.7700663805007935
neutral,0.8919304609298706
fear,0.3627886474132538
fear,0.5750095844268799
sadness,0.9471712708473206
neutral,0.5372474789619446
neutral,0.725938081741333
fear,0.833125650882721
neutral,0.5447300672531128
fear,0.9803631901741028
fear,0.6981335282325745
fear,0.5193995833396912
anger,0.3614360988140106
neutral,0.7166361212730408
sadness,0.6050982475280762
neutral,0.6531641483306885
fear,0.961521863937378
neutral,0.5416648387908936
fear,0.5513181686401367
neutral,0.5306434631347656
neutral,0.9512922167778016
neutral,0.3037136793136596
anger,0.6070107221603394
neutral,0.7351224422454834
surprise,0.5286124348640442
neutral,0.433280348777771
disgust,0.8307659029960632
joy,0.6873670816421509
disgust,0.3926445543766022
fear,0.8221485614776611
fear,0.7066216468811035
neutral,0.8961613774299622
sadness,0.5195109248161316
anger,0.7910432815551758
fear,0.3166832327842712
sadness,0.3443598747253418
neutral,0.7159265279769897
anger,0.3753724694252014
fear,0.6680404543876648
sadness,0.5085108280181885
anger,0.4398891627788543
anger,0.5365480184555054
neutral,0.7912024259567261
neutral,0.4698705971240997
fear,0.4126979410648346
fear,0.5613420009613037
sadness,0.9796075820922852
neutral,0.4134609699249267
fear,0.972569465637207
fear,0.7784934043884277
sadness,0.5613733530044556
fear,0.4872637391090393
anger,0.5258302092552185
fear,0.3012027442455292
neutral,0.8938767910003662
anger,0.7599231600761414
fear,0.5968256592750549
anger,0.9759889245033264
fear,0.9376232624053956
fear,0.5082651972770691
fear,0.9700437784194946
fear,0.4917974174022674
fear,0.9767681360244752
neutral,0.8344847559928894
anger,0.424146831035614
neutral,0.5155310034751892
fear,0.8662434220314026
disgust,0.3223562240600586
disgust,0.483998566865921
disgust,0.526780366897583
fear,0.8054903745651245
neutral,0.7010048627853394
fear,0.7789182066917419
fear,0.3732572793960571
neutral,0.5540487170219421
neutral,0.6248354911804199
anger,0.5170595049858093
fear,0.9389971494674684
fear,0.9689744114875792
disgust,0.527180016040802
fear,0.9098783731460572
joy,0.5454496145248413
joy,0.6322481036186218
disgust,0.8478819131851196
fear,0.9021015167236328
fear,0.7479197382926941
neutral,0.5351808667182922
fear,0.9076700210571288
fear,0.6019587516784668
disgust,0.7375220656394958
anger,0.5248278975486755
disgust,0.4479924142360687
neutral,0.6174081563949585
joy,0.4566033482551574
anger,0.5703660249710083
anger,0.9539966583251952
neutral,0.642221987247467
neutral,0.3931346833705902
neutral,0.3597023785114288
neutral,0.5582022666931152
neutral,0.9407288432121276
fear,0.4273430705070495
neutral,0.41900435090065
fear,0.4797959327697754
fear,0.6536129713058472
joy,0.7437201142311096
disgust,0.6250157356262207
anger,0.5303590297698975
anger,0.4230608642101288
fear,0.3819078803062439
fear,0.965787947177887
fear,0.9482200741767884
disgust,0.991686999797821
fear,0.8950433135032654
fear,0.5873926281929016
anger,0.4923016130924225
joy,0.6553314328193665
anger,0.4225287139415741
neutral,0.3436132371425628
joy,0.5289646983146667
neutral,0.8474240899085999
fear,0.3630762100219726
neutral,0.4376135170459747
neutral,0.8637557029724121
neutral,0.4511905610561371
fear,0.8679001331329346
fear,0.7320039868354797
neutral,0.3952698707580566
anger,0.8197836875915527
fear,0.6708838939666748
sadness,0.551518440246582
surprise,0.3505890965461731
fear,0.7272439002990723
neutral,0.8121561408042908
anger,0.5020062327384949
fear,0.7754484415054321
neutral,0.5756269693374634
disgust,0.6354366540908813
fear,0.5681715607643127
fear,0.5934283137321472
sadness,0.6092621684074402
fear,0.794282853603363
fear,0.912133514881134
anger,0.4059688448905945
fear,0.9884494543075562
fear,0.7325673699378967
disgust,0.4210494756698608
anger,0.3716751337051391
neutral,0.8075552582740784
fear,0.396634042263031
disgust,0.8694782853126526
fear,0.7855352163314819
neutral,0.469039112329483
anger,0.4860429167747497
disgust,0.9759654998779296
neutral,0.694128692150116
fear,0.8992934226989746
anger,0.7269047498703003
disgust,0.6423723101615906
neutral,0.841070294380188
fear,0.460597813129425
neutral,0.6330717206001282
fear,0.6781599521636963
fear,0.9332755208015442
fear,0.6852522492408752
neutral,0.5316700339317322
fear,0.7457191348075867
neutral,0.9662280082702636
disgust,0.5460417866706848
neutral,0.7915669083595276
neutral,0.6421384215354919
fear,0.7199956774711609
neutral,0.625964879989624
fear,0.3728651404380798
sadness,0.4746658504009247
neutral,0.3899217545986175
sadness,0.3699962794780731
sadness,0.4599287211894989
anger,0.612713098526001
neutral,0.5828241109848022
fear,0.7587024569511414
fear,0.4487426280975342
fear,0.7339593768119812
neutral,0.5227205157279968
sadness,0.3907674252986908
fear,0.8927605152130127
sadness,0.9528517723083496
sadness,0.9615177512168884
surprise,0.6996474862098694
fear,0.6484315991401672
neutral,0.9042054414749146
joy,0.5459179282188416
fear,0.8224511742591858
anger,0.5606541037559509
disgust,0.4029299020767212
disgust,0.4669892787933349
neutral,0.9315469264984132
neutral,0.7486270070075989
fear,0.9492242336273192
neutral,0.3572847247123718
neutral,0.3872127532958984
fear,0.9876311421394348
neutral,0.7399712800979614
neutral,0.5042011737823486
neutral,0.3658578395843506
neutral,0.5695072412490845
fear,0.606911301612854
disgust,0.5534421801567078
fear,0.7296447157859802
neutral,0.41900435090065
fear,0.9051377773284912
anger,0.7394178509712219
neutral,0.7795946598052979
anger,0.326100617647171
fear,0.800186038017273
disgust,0.4153133034706116
disgust,0.6339287757873535
fear,0.6092410683631897
sadness,0.6453977823257446
fear,0.5284171104431152
neutral,0.4499416053295135
fear,0.9460054636001588
fear,0.7440303564071655
disgust,0.862819492816925
neutral,0.5496364831924438
neutral,0.5417327880859375
anger,0.4697080552577972
fear,0.3711786866188049
neutral,0.4515939652919769
neutral,0.6362598538398743
joy,0.8114720582962036
fear,0.7000129222869873
fear,0.4050483107566833
sadness,0.8811761140823364
sadness,0.5211302042007446
anger,0.9716401100158693
neutral,0.7823624014854431
anger,0.9495419859886168
fear,0.6798166632652283
fear,0.9337392449378968
fear,0.957217276096344
anger,0.8413566946983337
fear,0.4118911027908325
neutral,0.7751137614250183
fear,0.9383657574653624
disgust,0.3449355363845825
neutral,0.9030408263206482
neutral,0.928097665309906
fear,0.9014978408813475
surprise,0.5279086828231812
sadness,0.6938377022743225
neutral,0.836047887802124
disgust,0.6003158688545227
neutral,0.8050913214683533
disgust,0.5951866507530212
neutral,0.4602924883365631
surprise,0.4864890277385711
anger,0.3922303318977356
neutral,0.611262321472168
fear,0.6882603168487549
neutral,0.7696345448493958
disgust,0.6644734144210815
fear,0.5505143404006958
disgust,0.5995442867279053
joy,0.5006588697433472
fear,0.4849835336208343
neutral,0.6823582649230957
neutral,0.627429187297821
fear,0.7726742029190063
fear,0.643982470035553
disgust,0.7310928702354431
fear,0.6205432415008545
fear,0.3247048556804657
neutral,0.4898222684860229
anger,0.5937851667404175
anger,0.9532928466796876
fear,0.5121972560882568
surprise,0.4666249454021454
surprise,0.5124467611312866
fear,0.423607736825943
fear,0.8954654932022095
fear,0.9368231892585754
fear,0.3886989057064056
disgust,0.5678807497024536
neutral,0.7171606421470642
disgust,0.569501519203186
fear,0.5035730600357056
fear,0.5948344469070435
fear,0.9105258584022522
fear,0.5123883485794067
anger,0.4088669121265411
disgust,0.3828027248382568
neutral,0.7442499995231628
neutral,0.7591869235038757
neutral,0.5958476066589355
fear,0.9592542052268982
neutral,0.7622588276863098
anger,0.5821528434753418
neutral,0.8992723822593689
neutral,0.8319020867347717
surprise,0.7224756479263306
disgust,0.6006260514259338
anger,0.8514938950538635
neutral,0.4264774322509765
fear,0.4813095331192016
neutral,0.4876161515712738
neutral,0.4908252656459808
fear,0.8089466094970703
fear,0.7422402501106262
neutral,0.8844594359397888
fear,0.7811797261238098
surprise,0.7441346645355225
fear,0.7656669616699219
fear,0.5813214182853699
anger,0.3769250810146332
fear,0.5085908770561218
neutral,0.5383642315864563
fear,0.7993695735931396
joy,0.8239878416061401
neutral,0.4143821001052856
neutral,0.8909743428230286
fear,0.8066401481628418
fear,0.9445770382881165
fear,0.3882133066654205
fear,0.4390509724617004
fear,0.6449231505393982
joy,0.8348183035850525
anger,0.9737783670425416
fear,0.4465117454528808
fear,0.7727444767951965
neutral,0.434814840555191
neutral,0.457430362701416
neutral,0.8813400864601135
sadness,0.828107476234436
fear,0.6042378544807434
fear,0.5944086313247681
fear,0.62381911277771
neutral,0.4046022891998291
disgust,0.506363570690155
fear,0.3118627071380615
fear,0.8395918607711792
fear,0.8974555134773254
fear,0.5156180262565613
neutral,0.4614547193050384
fear,0.8829626441001892
neutral,0.5420301556587219
fear,0.5554451942443848
anger,0.7790140509605408
neutral,0.6517802476882935
neutral,0.3943672180175781
fear,0.6674919724464417
neutral,0.6665990352630615
fear,0.8482624888420105
fear,0.6403298377990723
fear,0.8836297392845154
neutral,0.3395658135414123
neutral,0.9434818029403688
anger,0.409395307302475
neutral,0.6649429202079773
surprise,0.4423752427101135
sadness,0.338502436876297
neutral,0.9066523909568788
sadness,0.6358315944671631
sadness,0.4683707952499389
neutral,0.5669437646865845
anger,0.5932778716087341
neutral,0.8261128067970276
disgust,0.7365927696228027
neutral,0.505401611328125
neutral,0.7895635366439819
neutral,0.4061638414859772
fear,0.2810025513172149
neutral,0.6363829970359802
sadness,0.5957666635513306
sadness,0.9430616497993468
fear,0.4342851638793945
disgust,0.7632355093955994
neutral,0.6401894092559814
fear,0.4055591523647308
disgust,0.6173818707466125
neutral,0.8589398860931396
neutral,0.7112072110176086
fear,0.5685422420501709
disgust,0.7718266248703003
neutral,0.8693106770515442
fear,0.9829749464988708
fear,0.4479481279850006
fear,0.5479809641838074
fear,0.4083475172519684
neutral,0.7499365210533142
neutral,0.5386630892753601
anger,0.4788365364074707
fear,0.6672519445419312
neutral,0.8464972972869873
fear,0.9299593567848206
anger,0.7487667202949524
neutral,0.6967732310295105
fear,0.7225369811058044
anger,0.6871523261070251
neutral,0.6032058596611023
neutral,0.4764919281005859
fear,0.4811544418334961
neutral,0.340641975402832
fear,0.7150848507881165
neutral,0.897396445274353
joy,0.4800696671009063
fear,0.5504124164581299
neutral,0.3908659219741821
fear,0.485103964805603
anger,0.5911087989807129
fear,0.2735325992107391
neutral,0.8198525905609131
anger,0.3952839970588684
fear,0.3269334435462951
neutral,0.670446515083313
joy,0.4650933444499969
fear,0.9352399706840516
fear,0.9508486986160278
neutral,0.7200737595558167
fear,0.5443709492683411
sadness,0.9042213559150696
fear,0.5812017321586609
disgust,0.5083091855049133
disgust,0.6531388163566589
fear,0.9795830845832824
fear,0.9593054056167604
fear,0.478678435087204
neutral,0.4250310361385345
neutral,0.4059560298919678
neutral,0.4193650484085083
disgust,0.516839325428009
disgust,0.6708008646965027
neutral,0.3995163738727569
fear,0.9202886819839478
neutral,0.5262303948402405
fear,0.8835863471031189
sadness,0.8143415451049805
anger,0.4261311292648315
anger,0.3807238340377807
fear,0.9557390809059144
sadness,0.9261147975921632
anger,0.6736287474632263
neutral,0.7550951242446899
surprise,0.8915880918502808
disgust,0.3999513387680053
fear,0.6008803248405457
neutral,0.9328221082687378
fear,0.4948404133319855
anger,0.5443050861358643
neutral,0.3894011080265045
fear,0.6774479746818542
neutral,0.8759768009185791
disgust,0.5447087287902832
fear,0.8558855652809143
fear,0.4760615825653076
fear,0.609342634677887
neutral,0.8719605803489685
neutral,0.5479366183280945
fear,0.637414276599884
anger,0.5897580981254578
fear,0.9104027152061462
anger,0.8318453431129456
anger,0.3668886125087738
neutral,0.4876475036144256
neutral,0.4406883120536804
joy,0.5689075589179993
fear,0.9537939429283142
sadness,0.7337392568588257
sadness,0.869706392288208
neutral,0.689105212688446
fear,0.4457258284091949
anger,0.3891003429889679
fear,0.4403091073036194
anger,0.702519416809082
neutral,0.7293280363082886
fear,0.9501907825469972
neutral,0.9219764471054076
anger,0.4864499270915985
disgust,0.4350113272666931
anger,0.4199331104755401
fear,0.49451544880867
sadness,0.4433767199516296
neutral,0.5161643624305725
surprise,0.9259621500968932
disgust,0.7981997728347778
fear,0.7892151474952698
fear,0.4080987274646759
neutral,0.7321696281433105
fear,0.956625521183014
fear,0.6881438493728638
anger,0.550197184085846
neutral,0.5310952663421631
fear,0.9530897736549376
disgust,0.4196237325668335
anger,0.5580054521560669
sadness,0.7368083596229553
joy,0.8742849230766296
fear,0.7033838629722595
anger,0.4340485036373138
neutral,0.7411990165710449
neutral,0.8762680888175964
surprise,0.3786996603012085
neutral,0.9195760488510132
fear,0.9787287712097168
disgust,0.466389536857605
fear,0.7261117696762085
anger,0.8384897708892822
fear,0.8778719305992126
neutral,0.8362433314323425
fear,0.8964483737945557
fear,0.9922208189964294
anger,0.4175223708152771
fear,0.7973994016647339
neutral,0.857485294342041
sadness,0.5676308274269104
fear,0.942756414413452
fear,0.3702566623687744
disgust,0.4041383564472198
fear,0.9869356751441956
fear,0.8780626058578491
joy,0.5823165774345398
neutral,0.7930892109870911
fear,0.529973030090332
fear,0.7108533978462219
surprise,0.5621868968009949
fear,0.922225058078766
neutral,0.3997545838356018
fear,0.7927300333976746
fear,0.6132422089576721
sadness,0.7967814803123474
disgust,0.5175216794013977
neutral,0.4618793129920959
neutral,0.8602820634841919
anger,0.6502418518066406
neutral,0.5728530287742615
fear,0.9619908332824708
joy,0.6266513466835022
fear,0.9594848155975342
fear,0.8862090110778809
neutral,0.9722923636436462
fear,0.8310496807098389
sadness,0.5576102137565613
anger,0.6595451831817627
anger,0.327159970998764
anger,0.4564164280891418
neutral,0.4554588794708252
neutral,0.7798959612846375
fear,0.8929773569107056
neutral,0.6927518248558044
neutral,0.4544728994369507
sadness,0.4853902757167816
anger,0.7522268295288086
sadness,0.9062679409980774
neutral,0.5857088565826416
surprise,0.4179341495037079
fear,0.896507203578949
fear,0.5683712959289551
fear,0.8095797300338745
neutral,0.9394095540046692
neutral,0.9042551517486572
fear,0.9822390079498292
neutral,0.6145735383033752
anger,0.6310575008392334
disgust,0.6097806692123413
fear,0.7698369026184082
anger,0.4997650384902954
neutral,0.4986765384674072
surprise,0.3362551033496856
sadness,0.9080355167388916
neutral,0.7650539875030518
disgust,0.768928587436676
fear,0.6201874613761902
fear,0.9790506958961488
surprise,0.5613603591918945
fear,0.8695897459983826
neutral,0.3681665956974029
neutral,0.8846742510795593
disgust,0.7906568050384521
fear,0.371045708656311
neutral,0.7828576564788818
disgust,0.3254334330558777
neutral,0.6388593316078186
neutral,0.7394128441810608
fear,0.9870348572731018
fear,0.7823786735534668
neutral,0.545961856842041
fear,0.9593576788902284
disgust,0.7623553276062012
fear,0.3907873034477234
fear,0.8207647204399109
fear,0.9009060263633728
neutral,0.5731419920921326
neutral,0.4211363494396209
fear,0.7248474359512329
anger,0.5475508570671082
anger,0.690390408039093
fear,0.7608085870742798
neutral,0.3035979568958282
fear,0.9766892194747924
anger,0.4061008989810943
neutral,0.4496059119701385
fear,0.4046190083026886
anger,0.7839085459709167
neutral,0.449585884809494
fear,0.8580169677734375
fear,0.6963756680488586
fear,0.928774118423462
fear,0.8193955421447754
surprise,0.9432064294815063
anger,0.5187885165214539
fear,0.8372377157211304
anger,0.447355717420578
neutral,0.5211382508277893
neutral,0.5373126864433289
neutral,0.8462541103363037
neutral,0.4868509769439697
disgust,0.3084723353385925
neutral,0.9027788043022156
neutral,0.4906093180179596
fear,0.3898288309574127
disgust,0.4228523671627044
surprise,0.4430413246154785
neutral,0.4046450853347778
fear,0.7962148189544678
anger,0.3519664406776428
neutral,0.3060324192047119
neutral,0.8488251566886902
neutral,0.7220336198806763
neutral,0.8307676911354065
neutral,0.6589734554290771
anger,0.3790529668331146
neutral,0.8294153213500977
disgust,0.7958659529685974
fear,0.9514020681381226
fear,0.4687002599239349
neutral,0.8554223775863647
anger,0.4952960312366485
neutral,0.8356961011886597
sadness,0.3817346692085266
neutral,0.4619210362434387
neutral,0.9130779504776
fear,0.8920913338661194
fear,0.7879713773727417
anger,0.6797558069229126
anger,0.9661558866500854
fear,0.7868272066116333
disgust,0.686008632183075
fear,0.7298868298530579
anger,0.7808743715286255
disgust,0.6029624342918396
fear,0.8669316172599792
fear,0.9856678247451782
disgust,0.4917114973068237
anger,0.9748200178146362
disgust,0.3595196902751922
anger,0.939075767993927
disgust,0.7834886312484741
fear,0.7089942097663879
fear,0.9499861001968384
neutral,0.8025397658348083
fear,0.9251276850700378
joy,0.5649853944778442
neutral,0.7151265144348145
anger,0.678639829158783
joy,0.4378620684146881
fear,0.8665269017219543
fear,0.9917678833007812
neutral,0.7693079113960266
neutral,0.6390347480773926
surprise,0.5591340661048889
fear,0.4016244113445282
neutral,0.7887885570526123
fear,0.5921869277954102
neutral,0.9157474040985109
fear,0.6382110118865967
fear,0.834429919719696
anger,0.4625405669212341
neutral,0.4475715160369873
fear,0.5687742829322815
sadness,0.7953886985778809
fear,0.854113757610321
neutral,0.5700642466545105
neutral,0.8420074582099915
fear,0.9076799154281616
disgust,0.535142183303833
anger,0.7315946221351624
anger,0.8737442493438721
fear,0.4964321255683899
fear,0.7257142663002014
disgust,0.5772544145584106
anger,0.737873375415802
neutral,0.5649791955947876
fear,0.5712283849716187
fear,0.7227137684822083
sadness,0.618298351764679
anger,0.5183101296424866
joy,0.7040908336639404
fear,0.7648624181747437
anger,0.3743254542350769
neutral,0.9208528995513916
neutral,0.4288030564785003
anger,0.9794212579727172
fear,0.6376556158065796
neutral,0.5635853409767151
anger,0.8531280755996704
neutral,0.8836627006530762
fear,0.929333746433258
anger,0.8493854403495789
anger,0.8266830444335938
disgust,0.5861631035804749
fear,0.4377268254756927
anger,0.4748437106609344
fear,0.3087882995605469
neutral,0.7329127192497253
fear,0.7216296195983887
fear,0.6377542018890381
fear,0.8703818321228027
fear,0.6189491748809814
neutral,0.6948960423469543
fear,0.9195345044136048
neutral,0.4076528251171112
anger,0.49449223279953
neutral,0.7627721428871155
anger,0.7052980065345764
anger,0.7462809085845947
fear,0.5278051495552063
fear,0.5366854071617126
sadness,0.4349989295005798
sadness,0.2750870585441589
fear,0.4186623990535736
neutral,0.8535889387130737
joy,0.5337121486663818
fear,0.8680884838104248
neutral,0.8057565093040466
neutral,0.6587724685668945
anger,0.6171349287033081
neutral,0.5882447957992554
anger,0.439934104681015
neutral,0.5834133625030518
disgust,0.8666945099830627
anger,0.9505940079689026
neutral,0.6487065553665161
fear,0.4480754137039184
fear,0.9794142842292786
fear,0.7877844572067261
fear,0.4236960411071777
neutral,0.8512108325958252
neutral,0.6680135726928711
sadness,0.8670610189437866
neutral,0.6260746121406555
fear,0.4098658263683319
neutral,0.8303044438362122
neutral,0.4597559571266174
fear,0.8991761207580566
neutral,0.5399752259254456
fear,0.8492204546928406
neutral,0.8664089441299438
fear,0.8984045386314392
sadness,0.961862087249756
anger,0.6084314584732056
neutral,0.7489015460014343
anger,0.682708203792572
disgust,0.4029106199741363
fear,0.5908945798873901
fear,0.2775324285030365
anger,0.4504953920841217
neutral,0.572507381439209
fear,0.9733017086982728
fear,0.8582932353019714
fear,0.4656237065792084
anger,0.3806649446487427
disgust,0.5105071067810059
sadness,0.334527313709259
neutral,0.6209378242492676
fear,0.5043735504150391
anger,0.6384134888648987
neutral,0.4617248177528381
fear,0.4138611257076263
fear,0.8758559823036194
fear,0.5390756130218506
fear,0.4416998028755188
fear,0.9522371888160706
neutral,0.6526898145675659
neutral,0.3649319410324096
fear,0.7532072067260742
fear,0.970179557800293
fear,0.7722309827804565
neutral,0.4710051715373993
fear,0.9089227318763732
anger,0.5066550970077515
neutral,0.7899954915046692
neutral,0.8810926079750061
fear,0.8946924805641174
anger,0.4398374855518341
anger,0.9711153507232666
anger,0.6605962514877319
fear,0.6151733994483948
sadness,0.970607340335846
neutral,0.72698974609375
fear,0.8406385183334351
fear,0.5057844519615173
neutral,0.5594924688339233
fear,0.5990339517593384
fear,0.4304033517837524
neutral,0.7137615084648132
joy,0.858930230140686
neutral,0.4480181336402893
fear,0.8823551535606384
anger,0.6691566109657288
neutral,0.7890724539756775
fear,0.974413275718689
neutral,0.3405458927154541
neutral,0.8533024191856384
sadness,0.8639258146286011
fear,0.7529501914978027
sadness,0.4860660135746002
sadness,0.5733475685119629
neutral,0.4644310772418976
fear,0.6932017207145691
neutral,0.838783860206604
neutral,0.5205605030059814
fear,0.7054526209831238
neutral,0.9034586548805236
neutral,0.5163887739181519
anger,0.7852451801300049
joy,0.4701956808567047
fear,0.791692316532135
fear,0.8020567297935486
neutral,0.4072509407997131
fear,0.6125233769416809
neutral,0.6590027809143066
fear,0.4387959241867065
sadness,0.8086593747138977
fear,0.8422507047653198
fear,0.4298993051052093
neutral,0.4814746081829071
fear,0.9653311371803284
fear,0.741577684879303
fear,0.5011910796165466
fear,0.8942822217941284
anger,0.4353689551353454
fear,0.5132633447647095
anger,0.2559842467308044
fear,0.9178621172904968
fear,0.5009190440177917
surprise,0.9521721601486206
fear,0.3127555251121521
neutral,0.792717456817627
neutral,0.5877693891525269
sadness,0.901785373687744
sadness,0.6423900723457336
fear,0.9006572365760803
fear,0.9472581148147584
neutral,0.8139365315437317
fear,0.9299517273902892
neutral,0.6349962949752808
neutral,0.4341554343700409
neutral,0.4958314895629883
disgust,0.3891375362873077
neutral,0.3232427537441253
neutral,0.5913323760032654
sadness,0.4935195744037628
neutral,0.8396342992782593
fear,0.7426000237464905
fear,0.6093873381614685
fear,0.4618556201457977
fear,0.5226768851280212
sadness,0.4206278026103973
fear,0.9739763736724854
fear,0.8698736429214478
neutral,0.4976029694080353
fear,0.4455503523349762
